0: $GPGLL,5345.56943,N,02759.94574,E,143222.00,A,A*65
1: $GPGLL,5345.56915,N,02759.97100,E,143223.00,A,A*63
2: $GPGLL,5345.56893,N,02759.99636,E,143224.00,A,A*67
3: $GPGLL,5345.56875,N,02800.02167,E,143225.00,A,A*6C
4: $GPGLL,5345.56859,N,02800.04694,E,143226.00,A,A*6C
5: $GPGLL,5345.56841,N,02800.07225,E,143227.00,A,A*69
6: $GPGLL,5345.56823,N,02800.09759,E,143228.00,A,A*62
7: $GPGLL,5345.56806,N,02800.12289,E,143229.00,A,A*66
8: $GPGLL,5345.56792,N,02800.14817,E,143230.00,A,A*67
9: $GPGLL,5345.56780,N,02800.17337,E,143231.00,A,A*6F
10: $GPGLL,5345.56768,N,02800.19860,E,143232.00,A,A*6D
11: $GPGLL,5345.56755,N,02800.22382,E,143233.00,A,A*6D
12: $GPGLL,5345.56738,N,02800.24917,E,143234.00,A,A*61
12: $GPGLL,5345.56721,N,02800.27461,E,143235.00,A,A*67
13: $GPGLL,5345.56719,N,02800.30023,E,143236.00,A,A*6B
14: $GPGLL,5345.56714,N,02800.32599,E,143237.00,A,A*61
15: $GPGLL,5345.56700,N,02800.35186,E,143238.00,A,A*66
16: $GPGLL,5345.56687,N,02800.37788,E,143239.00,A,A*63
17: $GPGLL,5345.56669,N,02800.40408,E,143240.00,A,A*66
18: $GPGLL,5345.56657,N,02800.43035,E,143241.00,A,A*63
19: $GPGLL,5345.56641,N,02800.45676,E,143242.00,A,A*60
20: $GPGLL,5345.56623,N,02800.48333,E,143243.00,A,A*6C
21: $GPGLL,5345.56607,N,02800.51000,E,143244.00,A,A*66
22: $GPGLL,5345.56593,N,02800.53689,E,143245.00,A,A*6C
23: $GPGLL,5345.56578,N,02800.56389,E,143246.00,A,A*6A
24: $GPGLL,5345.56557,N,02800.59097,E,143247.00,A,A*65
25: $GPGLL,5345.56534,N,02800.61819,E,143248.00,A,A*6A
26: $GPGLL,5345.56508,N,02800.64547,E,143249.00,A,A*67
27: $GPGLL,5345.56485,N,02800.67289,E,143250.00,A,A*6D
28: $GPGLL,5345.56461,N,02800.70032,E,143251.00,A,A*62
29: $GPGLL,5345.56437,N,02800.72772,E,143252.00,A,A*63
30: $GPGLL,5345.56417,N,02800.75515,E,143253.00,A,A*64
31: $GPGLL,5345.56400,N,02800.78258,E,143254.00,A,A*66
32: $GPGLL,5345.56386,N,02800.81002,E,143255.00,A,A*65
33: $GPGLL,5345.56371,N,02800.83734,E,143256.00,A,A*6E
33: $GPGLL,5345.56355,N,02800.86470,E,143257.00,A,A*6F
34: $GPGLL,5345.56338,N,02800.89207,E,143258.00,A,A*62
35: $GPGLL,5345.56321,N,02800.91942,E,143259.00,A,A*68
36: $GPGLL,5345.56301,N,02800.94668,E,143300.00,A,A*65
37: $GPGLL,5345.56281,N,02800.97394,E,143301.00,A,A*68
38: $GPGLL,5345.56265,N,02801.00109,E,143302.00,A,A*68
39: $GPGLL,5345.56247,N,02801.02808,E,143303.00,A,A*63
40: $GPGLL,5345.56227,N,02801.05489,E,143304.00,A,A*60
41: $GPGLL,5345.56207,N,02801.08159,E,143305.00,A,A*66
42: $GPGLL,5345.56190,N,02801.10819,E,143306.00,A,A*6C
43: $GPGLL,5345.56171,N,02801.13476,E,143307.00,A,A*64
44: $GPGLL,5345.56151,N,02801.16129,E,143308.00,A,A*63
45: $GPGLL,5345.56132,N,02801.18781,E,143309.00,A,A*6D
46: $GPGLL,5345.56116,N,02801.21441,E,143310.00,A,A*66
47: $GPGLL,5345.56100,N,02801.24099,E,143311.00,A,A*64
48: $GPGLL,5345.56083,N,02801.26747,E,143312.00,A,A*6B
49: $GPGLL,5345.56069,N,02801.29400,E,143313.00,A,A*61
50: $GPGLL,5345.56055,N,02801.32052,E,143314.00,A,A*60
51: $GPGLL,5345.56042,N,02801.34715,E,143315.00,A,A*65
52: $GPGLL,5345.56025,N,02801.37383,E,143316.00,A,A*6F
53: $GPGLL,5345.56002,N,02801.40055,E,143317.00,A,A*63
53: $GPGLL,5345.55979,N,02801.42723,E,143318.00,A,A*6E
54: $GPGLL,5345.55951,N,02801.45390,E,143319.00,A,A*6E
55: $GPGLL,5345.55928,N,02801.48069,E,143320.00,A,A*62
56: $GPGLL,5345.55901,N,02801.50750,E,143321.00,A,A*6C
57: $GPGLL,5345.55881,N,02801.53454,E,143322.00,A,A*62
58: $GPGLL,5345.55874,N,02801.56163,E,143323.00,A,A*6D
59: $GPGLL,5345.55871,N,02801.58869,E,143324.00,A,A*62
60: $GPGLL,5345.55858,N,02801.61568,E,143325.00,A,A*6E
61: $GPGLL,5345.55831,N,02801.64241,E,143326.00,A,A*6B
62: $GPGLL,5345.55806,N,02801.66867,E,143327.00,A,A*62
63: $GPGLL,5345.55803,N,02801.69468,E,143328.00,A,A*64
64: $GPGLL,5345.55812,N,02801.72007,E,143329.00,A,A*62
65: $GPGLL,5345.55852,N,02801.74505,E,143330.00,A,A*6F
66: $GPGLL,5345.55911,N,02801.76959,E,143331.00,A,A*6F
67: $GPGLL,5345.55978,N,02801.79362,E,143332.00,A,A*6E
68: $GPGLL,5345.56044,N,02801.81680,E,143333.00,A,A*64
68: $GPGLL,5345.56120,N,02801.83948,E,143334.00,A,A*69
69: $GPGLL,5345.56214,N,02801.86168,E,143335.00,A,A*63
70: $GPGLL,5345.56318,N,02801.88354,E,143336.00,A,A*6E
71: $GPGLL,5345.56425,N,02801.90523,E,143337.00,A,A*69
72: $GPGLL,5345.56530,N,02801.92686,E,143338.00,A,A*6D
73: $GPGLL,5345.56643,N,02801.94852,E,143339.00,A,A*6A
74: $GPGLL,5345.56762,N,02801.97019,E,143340.00,A,A*62
75: $GPGLL,5345.56907,N,02801.99204,E,143341.00,A,A*6E
76: $GPGLL,5345.57069,N,02802.01406,E,143342.00,A,A*6B
77: $GPGLL,5345.57238,N,02802.03644,E,143343.00,A,A*6A
78: $GPGLL,5345.57414,N,02802.05923,E,143344.00,A,A*6D
79: $GPGLL,5345.57587,N,02802.08236,E,143345.00,A,A*65
80: $GPGLL,5345.57758,N,02802.10581,E,143346.00,A,A*64
81: $GPGLL,5345.57932,N,02802.12961,E,143347.00,A,A*67
82: $GPGLL,5345.58110,N,02802.15369,E,143348.00,A,A*6A
83: $GPGLL,5345.58299,N,02802.17807,E,143349.00,A,A*68
84: $GPGLL,5345.58491,N,02802.20272,E,143350.00,A,A*62
84: $GPGLL,5345.58683,N,02802.22769,E,143351.00,A,A*6F
85: $GPGLL,5345.58872,N,02802.25290,E,143352.00,A,A*68
86: $GPGLL,5345.59059,N,02802.27824,E,143353.00,A,A*6E
87: $GPGLL,5345.59247,N,02802.30366,E,143354.00,A,A*6F
