0: $GPVTG,90.98,T,,M,54.178,N,100.338,K,A*33
1: $GPVTG,91.16,T,,M,54.283,N,100.531,K,A*3C
2: $GPVTG,90.76,T,,M,54.372,N,100.698,K,A*34
3: $GPVTG,90.67,T,,M,54.095,N,100.184,K,A*34
3: $GPVTG,90.60,T,,M,54.094,N,100.182,K,A*34
4: $GPVTG,90.66,T,,M,54.238,N,100.448,K,A*35
5: $GPVTG,90.67,T,,M,54.280,N,100.527,K,A*3F
6: $GPVTG,90.59,T,,M,54.171,N,100.324,K,A*3A
7: $GPVTG,90.51,T,,M,54.067,N,100.131,K,A*32
8: $GPVTG,90.46,T,,M,53.954,N,99.922,K,A*01
9: $GPVTG,90.42,T,,M,53.963,N,99.940,K,A*05
10: $GPVTG,90.56,T,,M,54.022,N,100.048,K,A*3B
11: $GPVTG,90.76,T,,M,54.321,N,100.603,K,A*30
12: $GPVTG,90.59,T,,M,54.470,N,100.879,K,A*3D
13: $GPVTG,89.85,T,,M,55.036,N,101.926,K,A*39
14: $GPVTG,90.20,T,,M,55.237,N,102.299,K,A*31
15: $GPVTG,90.48,T,,M,55.479,N,102.747,K,A*35
16: $GPVTG,90.55,T,,M,55.795,N,103.332,K,A*3F
17: $GPVTG,90.63,T,,M,56.078,N,103.857,K,A*35
18: $GPVTG,90.55,T,,M,56.478,N,104.597,K,A*32
19: $GPVTG,90.65,T,,M,56.626,N,104.871,K,A*3D
20: $GPVTG,90.70,T,,M,56.957,N,105.485,K,A*36
20: $GPVTG,90.42,T,,M,57.279,N,106.080,K,A*33
21: $GPVTG,90.30,T,,M,57.630,N,106.732,K,A*31
22: $GPVTG,90.59,T,,M,57.890,N,107.212,K,A*3C
23: $GPVTG,90.82,T,,M,58.028,N,107.469,K,A*34
24: $GPVTG,90.70,T,,M,58.415,N,108.186,K,A*38
25: $GPVTG,90.75,T,,M,58.575,N,108.482,K,A*3B
26: $GPVTG,90.81,T,,M,58.721,N,108.751,K,A*3E
27: $GPVTG,90.85,T,,M,58.770,N,108.842,K,A*33
28: $GPVTG,90.60,T,,M,58.659,N,108.637,K,A*3E
29: $GPVTG,90.58,T,,M,58.709,N,108.729,K,A*3F
30: $GPVTG,90.61,T,,M,58.645,N,108.610,K,A*37
31: $GPVTG,90.47,T,,M,58.673,N,108.663,K,A*32
32: $GPVTG,90.60,T,,M,58.519,N,108.377,K,A*38
33: $GPVTG,90.63,T,,M,58.676,N,108.668,K,A*3A
34: $GPVTG,90.58,T,,M,58.550,N,108.434,K,A*3E
35: $GPVTG,90.66,T,,M,58.574,N,108.480,K,A*3A
36: $GPVTG,90.73,T,,M,58.379,N,108.118,K,A*31
37: $GPVTG,90.69,T,,M,58.293,N,107.958,K,A*3C
38: $GPVTG,90.53,T,,M,58.011,N,107.437,K,A*39
39: $GPVTG,90.66,T,,M,57.555,N,106.591,K,A*39
39: $GPVTG,90.73,T,,M,57.292,N,106.104,K,A*39
40: $GPVTG,90.72,T,,M,57.029,N,105.617,K,A*3C
41: $GPVTG,90.52,T,,M,56.929,N,105.433,K,A*32
42: $GPVTG,90.84,T,,M,56.613,N,104.848,K,A*3E
43: $GPVTG,90.76,T,,M,56.642,N,104.901,K,A*3B
44: $GPVTG,90.64,T,,M,56.703,N,105.014,K,A*30
45: $GPVTG,90.46,T,,M,56.931,N,105.436,K,A*3B
46: $GPVTG,90.62,T,,M,56.630,N,104.879,K,A*35
47: $GPVTG,90.49,T,,M,56.663,N,104.940,K,A*31
48: $GPVTG,90.37,T,,M,56.729,N,105.063,K,A*3E
49: $GPVTG,90.31,T,,M,56.766,N,105.131,K,A*35
50: $GPVTG,90.42,T,,M,56.960,N,105.489,K,A*3F
51: $GPVTG,90.60,T,,M,57.009,N,105.580,K,A*30
52: $GPVTG,90.81,T,,M,57.044,N,105.646,K,A*3F
53: $GPVTG,90.82,T,,M,56.931,N,105.437,K,A*32
54: $GPVTG,91.00,T,,M,56.959,N,105.488,K,A*33
55: $GPVTG,90.85,T,,M,57.239,N,106.007,K,A*33
56: $GPVTG,91.02,T,,M,57.361,N,106.233,K,A*34
56: $GPVTG,90.78,T,,M,57.760,N,106.972,K,A*33
57: $GPVTG,90.27,T,,M,57.917,N,107.263,K,A*3D
58: $GPVTG,90.28,T,,M,57.728,N,106.912,K,A*3C
59: $GPVTG,90.63,T,,M,57.603,N,106.682,K,A*3D
60: $GPVTG,90.89,T,,M,57.129,N,105.803,K,A*32
61: $GPVTG,90.85,T,,M,56.084,N,103.868,K,A*32
62: $GPVTG,90.18,T,,M,55.226,N,102.279,K,A*34
63: $GPVTG,89.33,T,,M,54.052,N,100.104,K,A*3E
64: $GPVTG,88.17,T,,M,53.006,N,98.167,K,A*0A
65: $GPVTG,87.48,T,,M,51.986,N,96.278,K,A*0F
66: $GPVTG,87.22,T,,M,50.675,N,93.851,K,A*05
67: $GPVTG,86.90,T,,M,48.703,N,90.198,K,A*0B
68: $GPVTG,86.42,T,,M,47.814,N,88.552,K,A*09
69: $GPVTG,85.52,T,,M,46.954,N,86.958,K,A*07
70: $GPVTG,85.22,T,,M,46.378,N,85.891,K,A*03
71: $GPVTG,85.10,T,,M,46.277,N,85.705,K,A*0E
71: $GPVTG,85.09,T,,M,46.220,N,85.599,K,A*03
72: $GPVTG,84.83,T,,M,46.351,N,85.843,K,A*0D
73: $GPVTG,84.40,T,,M,46.362,N,85.862,K,A*01
74: $GPVTG,83.22,T,,M,46.716,N,86.517,K,A*09
75: $GPVTG,82.49,T,,M,47.563,N,88.087,K,A*06
76: $GPVTG,82.48,T,,M,48.416,N,89.666,K,A*03
77: $GPVTG,82.57,T,,M,49.181,N,91.082,K,A*02
78: $GPVTG,82.80,T,,M,49.788,N,92.207,K,A*0B
79: $GPVTG,83.01,T,,M,50.471,N,93.473,K,A*0A
80: $GPVTG,82.98,T,,M,51.294,N,94.997,K,A*07
81: $GPVTG,82.69,T,,M,51.978,N,96.264,K,A*05
82: $GPVTG,82.46,T,,M,52.592,N,97.400,K,A*06
83: $GPVTG,82.45,T,,M,53.152,N,98.438,K,A*08
84: $GPVTG,82.62,T,,M,53.841,N,99.713,K,A*0D
85: $GPVTG,82.82,T,,M,54.314,N,100.589,K,A*3F
86: $GPVTG,82.86,T,,M,54.594,N,101.108,K,A*39
87: $GPVTG,82.83,T,,M,54.593,N,101.107,K,A*34
88: $GPVTG,82.79,T,,M,54.596,N,101.113,K,A*31
88: $GPVTG,82.58,T,,M,54.539,N,101.006,K,A*32
89: $GPVTG,82.50,T,,M,54.440,N,100.822,K,A*3A
90: $GPVTG,82.62,T,,M,54.332,N,100.623,K,A*36
91: $GPVTG,82.70,T,,M,54.268,N,100.504,K,A*3D
92: $GPVTG,82.70,T,,M,54.288,N,100.541,K,A*32
93: $GPVTG,82.69,T,,M,54.248,N,100.468,K,A*3C
94: $GPVTG,82.48,T,,M,54.050,N,100.100,K,A*3F
95: $GPVTG,82.33,T,,M,53.961,N,99.936,K,A*03
96: $GPVTG,82.50,T,,M,53.926,N,99.871,K,A*07
97: $GPVTG,82.82,T,,M,53.946,N,99.907,K,A*0E
98: $GPVTG,83.00,T,,M,53.711,N,99.473,K,A*07
99: $GPVTG,83.03,T,,M,53.408,N,98.911,K,A*07
100: $GPVTG,82.99,T,,M,53.232,N,98.585,K,A*0B
101: $GPVTG,82.73,T,,M,53.065,N,98.276,K,A*04
102: $GPVTG,82.49,T,,M,52.919,N,98.006,K,A*0B
102: $GPVTG,82.64,T,,M,52.824,N,97.829,K,A*01
103: $GPVTG,82.57,T,,M,52.896,N,97.964,K,A*00
104: $GPVTG,82.50,T,,M,53.042,N,98.233,K,A*01
105: $GPVTG,82.40,T,,M,53.154,N,98.441,K,A*05
106: $GPVTG,82.45,T,,M,53.195,N,98.517,K,A*0F
107: $GPVTG,82.64,T,,M,53.284,N,98.682,K,A*00
108: $GPVTG,82.50,T,,M,53.303,N,98.717,K,A*04
109: $GPVTG,82.64,T,,M,53.574,N,99.220,K,A*05
110: $GPVTG,82.76,T,,M,53.751,N,99.547,K,A*05
111: $GPVTG,82.69,T,,M,53.963,N,99.940,K,A*0F
112: $GPVTG,82.49,T,,M,54.489,N,100.913,K,A*34
113: $GPVTG,82.42,T,,M,54.958,N,101.782,K,A*39
114: $GPVTG,82.41,T,,M,55.376,N,102.557,K,A*34
115: $GPVTG,82.58,T,,M,55.730,N,103.211,K,A*3E
116: $GPVTG,82.61,T,,M,56.222,N,104.123,K,A*34
117: $GPVTG,82.67,T,,M,56.704,N,105.016,K,A*35
118: $GPVTG,82.75,T,,M,57.059,N,105.673,K,A*3D
118: $GPVTG,82.71,T,,M,57.445,N,106.388,K,A*32
119: $GPVTG,82.64,T,,M,57.927,N,107.280,K,A*37
120: $GPVTG,82.63,T,,M,58.296,N,107.963,K,A*38
121: $GPVTG,82.54,T,,M,58.796,N,108.890,K,A*3B
122: $GPVTG,82.54,T,,M,59.073,N,109.403,K,A*31
