0: $GPGLL,5350.88998,N,02742.31918,E,141749.00,A,A*6D
1: $GPGLL,5350.88353,N,02742.33235,E,141750.00,A,A*6E
2: $GPGLL,5350.87707,N,02742.34546,E,141751.00,A,A*61
3: $GPGLL,5350.87077,N,02742.35903,E,141752.00,A,A*6E
4: $GPGLL,5350.86425,N,02742.37224,E,141753.00,A,A*61
5: $GPGLL,5350.85773,N,02742.38547,E,141754.00,A,A*68
6: $GPGLL,5350.85138,N,02742.39882,E,141755.00,A,A*65
6: $GPGLL,5350.84514,N,02742.41227,E,141756.00,A,A*67
7: $GPGLL,5350.83883,N,02742.42548,E,141757.00,A,A*6F
8: $GPGLL,5350.83253,N,02742.43856,E,141758.00,A,A*64
9: $GPGLL,5350.82624,N,02742.45136,E,141759.00,A,A*69
10: $GPGLL,5350.82000,N,02742.46408,E,141800.00,A,A*61
11: $GPGLL,5350.81381,N,02742.47682,E,141801.00,A,A*68
12: $GPGLL,5350.80766,N,02742.48957,E,141802.00,A,A*6F
13: $GPGLL,5350.80148,N,02742.50225,E,141803.00,A,A*63
14: $GPGLL,5350.79531,N,02742.51495,E,141804.00,A,A*64
15: $GPGLL,5350.78912,N,02742.52773,E,141805.00,A,A*61
16: $GPGLL,5350.78287,N,02742.54059,E,141806.00,A,A*6C
17: $GPGLL,5350.77659,N,02742.55365,E,141807.00,A,A*68
18: $GPGLL,5350.77074,N,02742.56646,E,141808.00,A,A*69
19: $GPGLL,5350.76443,N,02742.58071,E,141809.00,A,A*65
20: $GPGLL,5350.75794,N,02742.59440,E,141810.00,A,A*60
20: $GPGLL,5350.75142,N,02742.60782,E,141811.00,A,A*6B
21: $GPGLL,5350.74487,N,02742.62132,E,141812.00,A,A*6A
22: $GPGLL,5350.73830,N,02742.63496,E,141813.00,A,A*66
23: $GPGLL,5350.73179,N,02742.64876,E,141814.00,A,A*60
24: $GPGLL,5350.72515,N,02742.66272,E,141815.00,A,A*62
25: $GPGLL,5350.71830,N,02742.67685,E,141816.00,A,A*65
26: $GPGLL,5350.71162,N,02742.69118,E,141817.00,A,A*67
27: $GPGLL,5350.70474,N,02742.70553,E,141818.00,A,A*68
28: $GPGLL,5350.69765,N,02742.72017,E,141819.00,A,A*65
29: $GPGLL,5350.69060,N,02742.73510,E,141820.00,A,A*6E
