51: $GPGGA,145301.00,5344.38114,N,02832.41421,E,1,12,0.83,177.3,M,24.2,M,,*50
52: $GPGGA,145302.00,5344.38418,N,02832.44217,E,1,12,0.83,177.7,M,24.2,M,,*58
53: $GPGGA,145303.00,5344.38718,N,02832.46986,E,1,12,0.83,178.0,M,24.2,M,,*53
54: $GPGGA,145304.00,5344.39012,N,02832.49736,E,1,12,0.82,178.4,M,24.2,M,,*57
55: $GPGGA,145305.00,5344.39303,N,02832.52480,E,1,12,0.82,178.9,M,24.2,M,,*5C
56: $GPGGA,145306.00,5344.39603,N,02832.55207,E,1,12,0.82,179.2,M,24.2,M,,*5E
57: $GPGGA,145307.00,5344.39900,N,02832.57885,E,1,11,0.86,179.4,M,24.2,M,,*50
58: $GPGGA,145308.00,5344.40185,N,02832.60489,E,1,11,0.86,179.8,M,24.2,M,,*5C
59: $GPGGA,145309.00,5344.40462,N,02832.63031,E,1,11,0.86,180.1,M,24.2,M,,*5A
60: $GPGGA,145310.00,5344.40725,N,02832.65508,E,1,12,0.86,180.3,M,24.2,M,,*5A
61: $GPGGA,145311.00,5344.40982,N,02832.67932,E,1,12,0.86,180.2,M,24.2,M,,*5E
62: $GPGGA,145312.00,5344.41233,N,02832.70323,E,1,12,0.86,180.4,M,24.2,M,,*57
63: $GPGGA,145313.00,5344.41481,N,02832.72692,E,1,12,0.86,180.7,M,24.2,M,,*57
64: $GPGGA,145314.00,5344.41723,N,02832.75011,E,1,12,0.82,180.7,M,24.2,M,,*55
65: $GPGGA,145315.00,5344.41958,N,02832.77278,E,1,12,0.82,180.7,M,24.2,M,,*59
66: $GPGGA,145316.00,5344.42197,N,02832.79491,E,1,12,0.82,180.5,M,24.2,M,,*5F
67: $GPGGA,145317.00,5344.42431,N,02832.81645,E,1,12,0.82,180.4,M,24.2,M,,*5A
68: $GPGGA,145318.00,5344.42664,N,02832.83783,E,1,12,0.82,180.3,M,24.2,M,,*59
69: $GPGGA,145319.00,5344.42891,N,02832.85910,E,1,12,0.83,180.5,M,24.2,M,,*59
70: $GPGGA,145320.00,5344.43120,N,02832.88050,E,1,12,0.83,180.6,M,24.2,M,,*52
71: $GPGGA,145321.00,5344.43350,N,02832.90205,E,1,12,0.83,180.7,M,24.2,M,,*5C
72: $GPGGA,145322.00,5344.43586,N,02832.92382,E,1,12,0.83,180.6,M,24.2,M,,*5F
73: $GPGGA,145323.00,5344.43822,N,02832.94572,E,1,12,0.83,180.5,M,24.2,M,,*51
74: $GPGGA,145324.00,5344.44063,N,02832.96775,E,1,12,0.82,180.4,M,24.2,M,,*5B
75: $GPGGA,145325.00,5344.44305,N,02832.98992,E,1,12,0.82,180.1,M,24.2,M,,*55
76: $GPGGA,145326.00,5344.44547,N,02833.01218,E,1,12,0.82,180.0,M,24.2,M,,*5F
77: $GPGGA,145327.00,5344.44786,N,02833.03450,E,1,12,0.82,180.1,M,24.2,M,,*58
78: $GPGGA,145328.00,5344.45027,N,02833.05695,E,1,12,0.83,180.2,M,24.2,M,,*55
79: $GPGGA,145329.00,5344.45269,N,02833.07948,E,1,12,0.82,180.1,M,24.2,M,,*53
80: $GPGGA,145330.00,5344.45509,N,02833.10212,E,1,12,0.82,180.2,M,24.2,M,,*5B
81: $GPGGA,145331.00,5344.45755,N,02833.12489,E,1,12,0.82,180.1,M,24.2,M,,*54
82: $GPGGA,145332.00,5344.46006,N,02833.14775,E,1,12,0.82,180.0,M,24.2,M,,*52
83: $GPGGA,145333.00,5344.46260,N,02833.17075,E,1,12,0.82,179.8,M,24.2,M,,*5B
84: $GPGGA,145334.00,5344.46512,N,02833.19385,E,1,12,0.82,179.8,M,24.2,M,,*5C
