0: $GPRMC,145450.00,A,5344.80324,N,02835.18360,E,62.133,70.31,241015,,,A*67
1: $GPRMC,145451.00,A,5344.80900,N,02835.21114,E,62.495,70.69,241015,,,A*65
2: $GPRMC,145452.00,A,5344.81460,N,02835.23863,E,62.136,71.19,241015,,,A*6D
3: $GPRMC,145453.00,A,5344.82018,N,02835.26620,E,62.281,71.14,241015,,,A*6A
4: $GPRMC,145454.00,A,5344.82580,N,02835.29383,E,62.509,71.02,241015,,,A*6A
5: $GPRMC,145455.00,A,5344.83150,N,02835.32156,E,62.878,70.92,241015,,,A*60
6: $GPRMC,145456.00,A,5344.83719,N,02835.34951,E,63.243,71.17,241015,,,A*6E
7: $GPRMC,145457.00,A,5344.84291,N,02835.37744,E,62.990,71.06,241015,,,A*60
8: $GPRMC,145458.00,A,5344.84858,N,02835.40545,E,63.209,71.16,241015,,,A*68
9: $GPRMC,145459.00,A,5344.85424,N,02835.43357,E,63.544,71.29,241015,,,A*6B
10: $GPRMC,145500.00,A,5344.85985,N,02835.46183,E,63.755,71.55,241015,,,A*67
11: $GPRMC,145501.00,A,5344.86547,N,02835.49015,E,63.735,71.43,241015,,,A*67
12: $GPRMC,145502.00,A,5344.87112,N,02835.51849,E,63.821,71.37,241015,,,A*60
13: $GPRMC,145503.00,A,5344.87678,N,02835.54686,E,63.969,71.37,241015,,,A*6F
14: $GPRMC,145504.00,A,5344.88247,N,02835.57556,E,64.602,71.47,241015,,,A*60
15: $GPRMC,145505.00,A,5344.88810,N,02835.60445,E,64.858,71.82,241015,,,A*66
16: $GPRMC,145506.00,A,5344.89380,N,02835.63329,E,64.892,71.47,241015,,,A*67
17: $GPRMC,145507.00,A,5344.89964,N,02835.66219,E,65.311,71.09,241015,,,A*6A
18: $GPRMC,145508.00,A,5344.90550,N,02835.69127,E,65.841,71.25,241015,,,A*67
19: $GPRMC,145509.00,A,5344.91135,N,02835.72053,E,66.163,71.35,241015,,,A*63
20: $GPRMC,145510.00,A,5344.91725,N,02835.74992,E,66.265,71.29,241015,,,A*66
21: $GPRMC,145511.00,A,5344.92318,N,02835.77930,E,66.232,71.20,241015,,,A*6E
22: $GPRMC,145512.00,A,5344.92910,N,02835.80870,E,66.310,71.26,241015,,,A*65
23: $GPRMC,145513.00,A,5344.93496,N,02835.83811,E,66.513,71.47,241015,,,A*60
24: $GPRMC,145514.00,A,5344.94090,N,02835.86787,E,66.991,71.37,241015,,,A*66
25: $GPRMC,145515.00,A,5344.94681,N,02835.89742,E,66.607,71.41,241015,,,A*66
26: $GPRMC,145516.00,A,5344.95255,N,02835.92705,E,66.488,72.03,241015,,,A*60
27: $GPRMC,145517.00,A,5344.95806,N,02835.95678,E,66.812,72.66,241015,,,A*6D
28: $GPRMC,145518.00,A,5344.96350,N,02835.98647,E,66.606,72.71,241015,,,A*65
29: $GPRMC,145519.00,A,5344.96906,N,02836.01610,E,66.158,72.22,241015,,,A*66
30: $GPRMC,145520.00,A,5344.97467,N,02836.04547,E,65.475,72.02,241015,,,A*68
31: $GPRMC,145521.00,A,5344.98048,N,02836.07500,E,66.495,71.33,241015,,,A*63
32: $GPRMC,145522.00,A,5344.98638,N,02836.10430,E,66.590,71.16,241015,,,A*66
33: $GPRMC,145523.00,A,5344.99228,N,02836.13366,E,66.214,71.14,241015,,,A*6D
34: $GPRMC,145524.00,A,5344.99817,N,02836.16321,E,66.406,71.41,241015,,,A*6F
35: $GPRMC,145525.00,A,5345.00408,N,02836.19278,E,66.779,71.22,241015,,,A*61
36: $GPRMC,145526.00,A,5345.01003,N,02836.22238,E,67.085,71.25,241015,,,A*62
37: $GPRMC,145527.00,A,5345.01598,N,02836.25188,E,66.789,71.20,241015,,,A*64
38: $GPRMC,145528.00,A,5345.02197,N,02836.28131,E,66.332,71.10,241015,,,A*6B
39: $GPRMC,145529.00,A,5345.02797,N,02836.31103,E,66.845,71.15,241015,,,A*6B
40: $GPRMC,145530.00,A,5345.03391,N,02836.34056,E,66.979,71.30,241015,,,A*6D
41: $GPRMC,145531.00,A,5345.03985,N,02836.37017,E,67.071,71.24,241015,,,A*60
42: $GPRMC,145532.00,A,5345.04575,N,02836.39957,E,66.086,71.31,241015,,,A*69
43: $GPRMC,145533.00,A,5345.05167,N,02836.42908,E,65.828,71.30,241015,,,A*66
44: $GPRMC,145534.00,A,5345.05763,N,02836.45886,E,66.748,71.29,241015,,,A*61
45: $GPRMC,145535.00,A,5345.06355,N,02836.48866,E,67.267,71.51,241015,,,A*67
46: $GPRMC,145536.00,A,5345.06944,N,02836.51853,E,67.044,71.64,241015,,,A*65
47: $GPRMC,145537.00,A,5345.07533,N,02836.54827,E,66.638,71.51,241015,,,A*65
48: $GPRMC,145538.00,A,5345.08122,N,02836.57771,E,66.488,71.38,241015,,,A*68
49: $GPRMC,145539.00,A,5345.08709,N,02836.60699,E,66.348,71.45,241015,,,A*64
50: $GPRMC,145540.00,A,5345.09297,N,02836.63622,E,66.173,71.38,241015,,,A*6A
51: $GPRMC,145541.00,A,5345.09885,N,02836.66537,E,65.825,71.30,241015,,,A*61
52: $GPRMC,145542.00,A,5345.10474,N,02836.69453,E,65.788,71.29,241015,,,A*64
53: $GPRMC,145543.00,A,5345.11058,N,02836.72346,E,65.644,71.49,241015,,,A*60
54: $GPRMC,145544.00,A,5345.11642,N,02836.75258,E,65.939,71.31,241015,,,A*69
55: $GPRMC,145545.00,A,5345.12236,N,02836.78158,E,65.528,71.01,241015,,,A*6D
56: $GPRMC,145546.00,A,5345.12830,N,02836.81079,E,65.704,71.24,241015,,,A*6D
57: $GPRMC,145547.00,A,5345.13415,N,02836.83985,E,65.734,71.32,241015,,,A*6A
58: $GPRMC,145548.00,A,5345.14000,N,02836.86911,E,66.174,71.37,241015,,,A*6E
59: $GPRMC,145549.00,A,5345.14588,N,02836.89830,E,66.145,71.27,241015,,,A*64
60: $GPRMC,145550.00,A,5345.15181,N,02836.92772,E,66.065,71.30,241015,,,A*66
61: $GPRMC,145551.00,A,5345.15773,N,02836.95713,E,66.154,71.23,241015,,,A*6D
62: $GPRMC,145552.00,A,5345.16364,N,02836.98652,E,66.286,71.23,241015,,,A*6A
63: $GPRMC,145553.00,A,5345.16949,N,02837.01603,E,66.607,71.57,241015,,,A*65
64: $GPRMC,145554.00,A,5345.17529,N,02837.04535,E,66.287,71.63,241015,,,A*61
