0: $GPGLL,5344.79739,N,02835.15628,E,145449.00,A,A*61
1: $GPGLL,5344.80324,N,02835.18360,E,145450.00,A,A*63
2: $GPGLL,5344.80900,N,02835.21114,E,145451.00,A,A*65
3: $GPGLL,5344.81460,N,02835.23863,E,145452.00,A,A*67
4: $GPGLL,5344.82018,N,02835.26620,E,145453.00,A,A*62
5: $GPGLL,5344.82580,N,02835.29383,E,145454.00,A,A*62
6: $GPGLL,5344.83150,N,02835.32156,E,145455.00,A,A*6B
7: $GPGLL,5344.83719,N,02835.34951,E,145456.00,A,A*6A
8: $GPGLL,5344.84291,N,02835.37744,E,145457.00,A,A*60
9: $GPGLL,5344.84858,N,02835.40545,E,145458.00,A,A*63
10: $GPGLL,5344.85424,N,02835.43357,E,145459.00,A,A*62
11: $GPGLL,5344.85985,N,02835.46183,E,145500.00,A,A*67
12: $GPGLL,5344.86547,N,02835.49015,E,145501.00,A,A*66
13: $GPGLL,5344.87112,N,02835.51849,E,145502.00,A,A*68
14: $GPGLL,5344.87678,N,02835.54686,E,145503.00,A,A*6A
15: $GPGLL,5344.88247,N,02835.57556,E,145504.00,A,A*67
16: $GPGLL,5344.88810,N,02835.60445,E,145505.00,A,A*69
17: $GPGLL,5344.89380,N,02835.63329,E,145506.00,A,A*67
18: $GPGLL,5344.89964,N,02835.66219,E,145507.00,A,A*61
19: $GPGLL,5344.90550,N,02835.69127,E,145508.00,A,A*6C
20: $GPGLL,5344.91135,N,02835.72053,E,145509.00,A,A*63
21: $GPGLL,5344.91725,N,02835.74992,E,145510.00,A,A*6E
22: $GPGLL,5344.92318,N,02835.77930,E,145511.00,A,A*6D
23: $GPGLL,5344.92910,N,02835.80870,E,145512.00,A,A*61
24: $GPGLL,5344.93496,N,02835.83811,E,145513.00,A,A*66
25: $GPGLL,5344.94090,N,02835.86787,E,145514.00,A,A*61
26: $GPGLL,5344.94681,N,02835.89742,E,145515.00,A,A*60
27: $GPGLL,5344.95255,N,02835.92705,E,145516.00,A,A*66
28: $GPGLL,5344.95806,N,02835.95678,E,145517.00,A,A*67
29: $GPGLL,5344.96350,N,02835.98647,E,145518.00,A,A*62
30: $GPGLL,5344.96906,N,02836.01610,E,145519.00,A,A*6B
31: $GPGLL,5344.97467,N,02836.04547,E,145520.00,A,A*6E
32: $GPGLL,5344.98048,N,02836.07500,E,145521.00,A,A*69
33: $GPGLL,5344.98638,N,02836.10430,E,145522.00,A,A*6F
