0: $GPVTG,70.31,T,,M,62.133,N,115.071,K,A*3E
1: $GPVTG,70.69,T,,M,62.495,N,115.740,K,A*3F
2: $GPVTG,71.19,T,,M,62.136,N,115.075,K,A*34
3: $GPVTG,71.14,T,,M,62.281,N,115.344,K,A*37
4: $GPVTG,71.02,T,,M,62.509,N,115.767,K,A*32
5: $GPVTG,70.92,T,,M,62.878,N,116.450,K,A*35
6: $GPVTG,71.17,T,,M,63.243,N,117.126,K,A*3F
7: $GPVTG,71.06,T,,M,62.990,N,116.658,K,A*34
8: $GPVTG,71.16,T,,M,63.209,N,117.064,K,A*37
9: $GPVTG,71.29,T,,M,63.544,N,117.683,K,A*3A
10: $GPVTG,71.55,T,,M,63.755,N,118.075,K,A*33
11: $GPVTG,71.43,T,,M,63.735,N,118.037,K,A*34
12: $GPVTG,71.37,T,,M,63.821,N,118.196,K,A*37
13: $GPVTG,71.37,T,,M,63.969,N,118.471,K,A*36
14: $GPVTG,71.47,T,,M,64.602,N,119.643,K,A*36
15: $GPVTG,71.82,T,,M,64.858,N,120.117,K,A*32
16: $GPVTG,71.47,T,,M,64.892,N,120.181,K,A*32
17: $GPVTG,71.09,T,,M,65.311,N,120.957,K,A*3A
18: $GPVTG,71.25,T,,M,65.841,N,121.937,K,A*3D
19: $GPVTG,71.35,T,,M,66.163,N,122.534,K,A*3A
20: $GPVTG,71.29,T,,M,66.265,N,122.724,K,A*31
21: $GPVTG,71.20,T,,M,66.232,N,122.662,K,A*39
22: $GPVTG,71.26,T,,M,66.310,N,122.806,K,A*32
23: $GPVTG,71.47,T,,M,66.513,N,123.182,K,A*34
24: $GPVTG,71.37,T,,M,66.991,N,124.067,K,A*38
25: $GPVTG,71.41,T,,M,66.607,N,123.357,K,A*3E
26: $GPVTG,72.03,T,,M,66.488,N,123.136,K,A*3B
27: $GPVTG,72.66,T,,M,66.812,N,123.735,K,A*32
28: $GPVTG,72.71,T,,M,66.606,N,123.355,K,A*3D
29: $GPVTG,72.22,T,,M,66.158,N,122.524,K,A*36
30: $GPVTG,72.02,T,,M,65.475,N,121.259,K,A*33
31: $GPVTG,71.33,T,,M,66.495,N,123.149,K,A*3F
32: $GPVTG,71.16,T,,M,66.590,N,123.325,K,A*34
33: $GPVTG,71.14,T,,M,66.214,N,122.629,K,A*35
34: $GPVTG,71.41,T,,M,66.406,N,122.984,K,A*38
35: $GPVTG,71.22,T,,M,66.779,N,123.674,K,A*37
36: $GPVTG,71.25,T,,M,67.085,N,124.241,K,A*30
37: $GPVTG,71.20,T,,M,66.789,N,123.692,K,A*32
38: $GPVTG,71.10,T,,M,66.332,N,122.846,K,A*33
39: $GPVTG,71.15,T,,M,66.845,N,123.796,K,A*3E
40: $GPVTG,71.30,T,,M,66.979,N,124.044,K,A*38
41: $GPVTG,71.24,T,,M,67.071,N,124.216,K,A*38
42: $GPVTG,71.31,T,,M,66.086,N,122.391,K,A*3D
43: $GPVTG,71.30,T,,M,65.828,N,121.914,K,A*37
44: $GPVTG,71.29,T,,M,66.748,N,123.618,K,A*34
45: $GPVTG,71.51,T,,M,67.267,N,124.578,K,A*30
46: $GPVTG,71.64,T,,M,67.044,N,124.165,K,A*3D
47: $GPVTG,71.51,T,,M,66.638,N,123.413,K,A*34
48: $GPVTG,71.38,T,,M,66.488,N,123.135,K,A*33
49: $GPVTG,71.45,T,,M,66.348,N,122.876,K,A*3D
50: $GPVTG,71.38,T,,M,66.173,N,122.553,K,A*37
51: $GPVTG,71.30,T,,M,65.825,N,121.908,K,A*37
52: $GPVTG,71.29,T,,M,65.788,N,121.840,K,A*3A
53: $GPVTG,71.49,T,,M,65.644,N,121.573,K,A*30
54: $GPVTG,71.31,T,,M,65.939,N,122.119,K,A*31
55: $GPVTG,71.01,T,,M,65.528,N,121.359,K,A*3B
56: $GPVTG,71.24,T,,M,65.704,N,121.683,K,A*32
57: $GPVTG,71.32,T,,M,65.734,N,121.740,K,A*38
58: $GPVTG,71.37,T,,M,66.174,N,122.554,K,A*38
