0: $GPVTG,133.22,T,,M,53.677,N,99.411,K,A*38
1: $GPVTG,131.66,T,,M,53.241,N,98.602,K,A*3A
2: $GPVTG,131.50,T,,M,53.510,N,99.100,K,A*38
3: $GPVTG,130.45,T,,M,53.515,N,99.109,K,A*31
4: $GPVTG,129.54,T,,M,53.840,N,99.712,K,A*38
5: $GPVTG,129.27,T,,M,54.087,N,100.168,K,A*02
6: $GPVTG,129.17,T,,M,54.475,N,100.888,K,A*0F
7: $GPVTG,128.78,T,,M,54.668,N,101.245,K,A*03
8: $GPVTG,128.71,T,,M,54.903,N,101.680,K,A*05
9: $GPVTG,128.28,T,,M,55.186,N,102.205,K,A*07
10: $GPVTG,128.06,T,,M,55.409,N,102.617,K,A*0E
11: $GPVTG,128.09,T,,M,55.506,N,102.797,K,A*06
12: $GPVTG,128.07,T,,M,55.782,N,103.309,K,A*04
13: $GPVTG,128.32,T,,M,56.103,N,103.902,K,A*0F
14: $GPVTG,128.22,T,,M,56.365,N,104.388,K,A*03
15: $GPVTG,128.10,T,,M,56.557,N,104.743,K,A*06
16: $GPVTG,128.65,T,,M,56.640,N,104.897,K,A*07
16: $GPVTG,129.50,T,,M,56.739,N,105.081,K,A*01
17: $GPVTG,129.42,T,,M,56.820,N,105.230,K,A*0D
18: $GPVTG,129.14,T,,M,56.803,N,105.199,K,A*0F
19: $GPVTG,129.13,T,,M,56.606,N,104.834,K,A*0C
20: $GPVTG,129.26,T,,M,56.460,N,104.564,K,A*00
21: $GPVTG,129.25,T,,M,56.244,N,104.164,K,A*07
22: $GPVTG,129.32,T,,M,56.041,N,103.788,K,A*05
23: $GPVTG,129.36,T,,M,55.672,N,103.104,K,A*06
24: $GPVTG,129.41,T,,M,55.480,N,102.750,K,A*0F
25: $GPVTG,129.14,T,,M,54.845,N,101.573,K,A*0B
26: $GPVTG,129.52,T,,M,53.881,N,99.788,K,A*30
27: $GPVTG,129.42,T,,M,53.134,N,98.404,K,A*30
28: $GPVTG,129.34,T,,M,52.482,N,97.196,K,A*39
29: $GPVTG,128.70,T,,M,52.005,N,96.313,K,A*3D
30: $GPVTG,129.11,T,,M,51.959,N,96.227,K,A*3E
31: $GPVTG,129.26,T,,M,51.765,N,95.868,K,A*39
31: $GPVTG,129.40,T,,M,51.316,N,95.038,K,A*34
32: $GPVTG,129.34,T,,M,51.070,N,94.581,K,A*32
33: $GPVTG,129.20,T,,M,50.959,N,94.377,K,A*3B
34: $GPVTG,129.22,T,,M,50.906,N,94.278,K,A*3D
35: $GPVTG,129.00,T,,M,51.002,N,94.455,K,A*38
36: $GPVTG,129.30,T,,M,50.980,N,94.415,K,A*3D
37: $GPVTG,129.46,T,,M,50.900,N,94.267,K,A*37
38: $GPVTG,129.21,T,,M,50.880,N,94.229,K,A*35
39: $GPVTG,129.18,T,,M,50.937,N,94.336,K,A*3D
40: $GPVTG,129.27,T,,M,50.892,N,94.252,K,A*3C
41: $GPVTG,128.98,T,,M,50.636,N,93.778,K,A*33
42: $GPVTG,129.00,T,,M,50.447,N,93.427,K,A*3E
43: $GPVTG,129.42,T,,M,50.536,N,93.592,K,A*30
44: $GPVTG,129.21,T,,M,50.506,N,93.537,K,A*39
45: $GPVTG,129.38,T,,M,50.969,N,94.395,K,A*3D
46: $GPVTG,128.84,T,,M,51.144,N,94.718,K,A*3C
46: $GPVTG,129.07,T,,M,51.457,N,95.298,K,A*3D
47: $GPVTG,129.18,T,,M,51.518,N,95.411,K,A*3E
48: $GPVTG,129.41,T,,M,51.740,N,95.823,K,A*30
